Year,Period,Branch,Parts Counter,Parts Shop,Parts Warranty,Warranty Settlement,Warranty Settlement - Adj,Parts Internal,Parts Internal - CSA Cust,Parts Internal - CSA Rental,Parts Internal - ACAP,Parts Internal - EM,Total Parts
2019,8,366,0,0,0,0,0,0,0,0,0,0,0
2019,8,367,280965.91,144388.51,53068.73,6335.57,0,12029.4,3696.57,0,16937.36,0,517422.05
2019,8,401,33277.1,13478.56,7630.88,939.68,0,61051.32,0,0,1079.55,0,117457.09
2019,8,403,26986.54,9678.72,2319.69,463.93,0,1280.29,0,0,0,0,40729.17
2019,8,404,4711.68,26612.55,624.01,270.02,0,3478.24,0,0,0,0,35696.5
2019,8,520,155508.23,69132.57,38.27,5258.74,0,6742.02,0,0,0,0,236679.83
2019,8,536,55163.33,19708.97,5673.16,2121.31,0,12935.95,1624.55,0,0,0,97227.27
2019,9,113,215466.97,166548.16,42917.85,5052,0,14490.7,1889.91,0,106864.97,0,553230.56
2019,9,114,372780.21,90744.03,33923.75,5325.83,0,54386.29,26550.18,0,648.44,0,584358.73
2019,9,117,62710.97,12057.93,37962.22,1268.15,0,4799.11,100.59,0,91393.71,0,210292.68
2019,9,160,168702.61,106587.57,18939.59,2456.94,0,55105.64,4394.28,0,-646.28,0,355540.35
2019,9,190,0,0,0,0,0,0,0,0,0,0,0
2019,9,215,162239.62,131444.91,25773.59,13887.51,0,7552.33,782.73,0,98172.25,0,439852.94
2019,9,216,80049.71,96392.55,53647.16,1951.68,0,11639.28,7484.45,0,6843.72,0,258008.55
2019,9,218,137547.93,59647.1,48849.44,1518.78,0,10709.64,2169.71,0,17291.6,0,277734.2
2019,9,364,32782.59,42342.63,10715.58,2125.88,0,6156.99,876.03,0,39502.43,0,134502.13
2019,9,365,125142.08,46480.09,46549.39,4239.47,0,53194.23,577.56,0,85933.2,0,362116.02
2019,9,366,0,0,0,0,0,0,0,0,0,0,0
2019,9,367,235037.79,150141.32,61177.63,-7169.01,0,15317.13,9893.41,0,-6281.4,0,458116.87
2019,9,401,51080.88,26226.16,1831.37,384.7,0,861.74,0,0,0,0,80384.85
2019,9,403,38861.09,7501.31,2040.65,0,0,1290.95,0,0,0,0,49694
2019,9,404,3860.7,42404.15,0,0,0,2903.29,0,0,0,0,49168.14
2019,9,520,208727.16,19156.67,4827.48,363.78,0,6797.15,0,0,0,0,239872.24
2019,9,536,66221.1,127172.33,9135.67,125.82,0,3203.97,0,0,1105.37,0,206964.26
2019,10,113,226735.26,201975.62,31076.59,4274.06,0,21491,4406.1,0,6700.91,0,496659.54
2019,10,114,359000.24,130915.41,47206.34,5145.53,0,49788.1,27544.78,0,9456.87,0,629057.27
2019,10,117,62071.75,24220.59,8077.75,1061.83,0,4414.97,1641.54,0,107482.27,0,208970.7
2019,10,160,175811.78,88859.66,69865.03,12136.23,0,21051.43,13712.64,0,-4092.51,0,377344.26
2019,10,190,0,0,0,0,0,0,0,0,0,0,0
2019,10,215,160440.87,96620.67,60973.17,-1398.35,0,21291.05,17513.84,0,3887.62,0,359328.87
2019,10,216,93702.48,75216.21,31054.09,5252.72,0,3043.44,4436.11,0,8108.69,0,220813.74
2019,10,218,107192.09,122743.46,45891.99,16382.74,0,13400.25,770.52,0,-985.67,0,305395.38
2019,10,364,69361.04,60802.51,29134.49,654.06,0,18757.1,1133.59,0,46046.18,0,225888.97
2019,10,365,184676.3,72197.83,49971.47,9278.33,0,57485.89,2449.34,0,76575.86,0,452635.02
2019,10,366,0,0,0,0,0,0,0,0,0,0,0
2019,10,367,314966.82,180027.77,33749.84,5999.97,0,25782.43,4547,0,22029.12,0,587102.95
2019,10,401,57262.25,4715.91,1034.94,476.21,0,12462.49,0,0,0,0,75951.8
2019,10,403,12521.28,12840.91,1353.12,270.63,0,3885.07,0,0,0,0,30871.01
2019,10,404,8301.48,8467.95,5826.36,21.16,0,16857.19,0,0,0,0,39474.14
2019,10,520,107885.59,41579.29,2664,571.04,0,3364.79,1472.86,0,27641.08,0,185178.65
2019,10,536,57376.98,49366.59,6725.34,2585.38,0,12015.97,1608.4,0,0,0,129678.66
2019,11,113,208018.59,257161.04,32998.55,4224.52,0,27983.87,3343.71,0,11604.74,0,545335.02
2019,11,114,267258.88,99053.5,25100.89,1547.43,0,28701.9,15170.23,0,2526.12,0,439358.95
2019,11,117,44063.57,31745.8,10398.38,1766.91,0,10916.3,165.34,0,105516.96,0,204573.26
2019,11,160,95565.94,57249.64,16610.21,2745.91,0,19136.27,7135.66,0,31371.62,0,229815.25
2019,11,190,0,0,0,0,0,0,0,0,0,0,0
2019,11,215,114790.58,92711.46,87439.28,6767.56,0,31831.23,283.63,0,43686.4,0,377510.14
2019,11,216,49685.66,80149.46,13352.93,5196.28,0,11728.93,1752.72,0,3178.65,0,165044.63
2019,11,218,88112.39,29983.1,12485.91,1405.33,0,17050.68,10331.22,0,5044.62,0,164413.25
2019,11,364,42706.4,84201.45,13838.58,5827.68,0,20015.01,0,0,4285.49,0,170874.61
2019,11,365,119921.42,88892.02,67261.62,10616.63,0,12428.47,285.28,0,22927.04,0,322332.48
2019,11,366,0,0,0,0,0,0,0,0,0,0,0
2019,11,367,174657.52,365689.55,38190.52,6692.26,0,18852.28,6792.44,0,5283.55,0,616158.12
2019,11,401,24334.32,10697.06,3735.26,169.99,0,7393.12,0,0,999.81,0,47329.56
2019,11,403,24585.04,6979,-1962.64,0,0,8982.36,1489.29,0,0,0,40073.05
2019,11,404,9758.66,18994.73,0,-15.79,0,10951.97,0,0,0,0,39689.57
2019,11,520,63332.09,27051.35,5934.79,598.27,0,6916.57,0,0,1923.24,0,105756.31
2019,11,536,53058.43,21758.18,6958.14,987.66,0,12035.22,0,0,3740.92,0,98538.55
2019,12,113,182827.67,219419.81,37105.3,3093.87,0,39939.68,47.36,0,7352.21,0,489785.9
2019,12,114,288030.89,122426.48,45042.77,9407.35,0,63090.58,16386.25,0,11188.35,0,555572.67
2019,12,117,62737.85,41751.62,1222.33,2476.31,0,31706.35,676.97,0,40188.63,0,180760.06
2019,12,160,119654.48,63543.65,54935.69,1858.76,0,83506.61,13500.06,0,7200.96,0,344200.21
2019,12,190,-20748.6,0,0,0,0,0,0,0,0,0,-20748.6
2019,12,215,142742.85,124662.07,54445.68,21927.46,0,39684.74,5527.56,0,17366.03,0,406356.39
2019,12,216,65989,27482.62,70242.49,2866.68,0,3657.64,2336.54,0,888.72,0,173463.69
2019,12,218,117427.51,66661.05,31962.92,3166.09,0,8294.74,2406.97,0,7642.06,0,237561.34
2019,12,364,114849.83,28002.25,15464.9,3184.4,0,5114.01,1906.27,0,30028.83,0,198550.49
2019,12,365,133424.52,147174.44,69443.89,13644.3,0,32327.93,5999.34,0,10668.26,0,412682.68
2019,12,366,0,0,0,0,0,0,0,0,0,0,0
2019,12,367,248254.07,130492.49,62027.24,3263.94,0,40549.97,2697.64,0,61087.29,0,548372.64
2019,12,401,60761.25,12422.76,2622.04,632.17,0,1307.69,0,0,0,0,77745.91
2019,12,403,57612.97,9148.41,5325.45,49.17,0,29599.69,0,0,0,0,101735.69
2019,12,404,12677.68,17845.04,7013.07,0,0,7952.15,0,0,75.84,0,45563.78
2019,12,520,135142.26,127241.99,965.37,1013.38,0,10140.94,0,0,0,0,274503.94
2019,12,536,61007.46,100168.71,34702.01,555.3,0,8416.65,0,0,-664.4,0,204185.73
2020,1,113,225868.6,258458.65,60148.63,3949.78,0,14718.16,2272.93,0,11305.95,0,576722.7
2020,1,114,294954.56,123785.5,68097.21,3454.45,0,31575.86,17747.19,0,-11.42,0,539603.35
2020,1,117,68023.09,47387.1,65497.57,17350.88,0,473.93,430.73,0,54100.24,0,253263.54
2020,1,160,140260.27,77358.82,14786.78,10834.72,0,26765,3079.16,0,29608.81,0,302693.56
2020,1,190,0,0,0,0,0,0,0,0,0,0,0
2020,1,215,164732.58,45615.29,76495.34,5132.41,0,15911.42,4894.75,0,6655.68,0,319437.47
2020,1,216,102042.4,48004.76,21924.33,7365.09,0,45296.05,2343.21,0,4891.45,0,231867.29
2020,1,218,82222.7,97874.76,22899.98,-914.15,0,9945.44,696.35,0,41191.78,0,253916.86
2020,1,364,39446.8,32175.39,15990.09,4541.18,0,6309.38,0,0,47009.45,0,145472.29
2020,1,365,168256.89,56094.84,55970.51,14218.69,0,39076.17,6385.24,0,36916.13,0,376918.47
2020,1,366,0,0,0,0,0,0,0,0,0,0,0
2020,1,367,211068.29,290974.39,95819.63,10101.7,0,40280.72,3689.18,0,-528.48,0,651405.43
2020,1,401,65863.46,3856.8,420.84,403.51,0,6757.41,0,0,0,0,77302.02
2020,1,403,28101.35,76221.71,81.03,831.55,0,-2155.12,0,0,0,0,103080.52
2020,1,404,9102.55,13818.24,359.79,601.13,0,5662.15,0,0,0,0,29543.86
2020,1,520,75377.22,30362.83,5619.71,148.12,0,11915.55,0,0,0,0,123423.43
2020,1,536,56796.95,26207.34,5662.71,-6501.95,0,7661.26,2388.17,0,0,0,92214.48
2020,2,113,171258.84,92498.68,64825.06,9236.73,0,24030.92,4558.58,0,15826.75,0,382235.56
2020,2,114,240044.45,122429.97,38143.45,8240.43,0,35788.17,21346.53,0,52847.79,0,518840.79
2020,2,117,46468.41,17628.33,3298.46,1292.15,0,984.97,0,0,9873.92,0,79546.24
2020,2,160,107740.98,100400.39,63942.37,2928.22,0,2824.43,5475.51,0,103.02,0,283414.92
2020,2,190,0,0,0,545.9,0,0,0,0,0,0,545.9
2020,2,215,145242.22,130692.63,37006.38,10584.94,0,27839.28,1852.5,0,40140.68,0,393358.63
2020,2,216,75940.07,33751.48,19292.26,8686.35,0,28927.75,2398.1,0,3760.07,0,172756.08
2020,2,218,115565.97,51795.05,34254.46,1442.78,0,12541.79,0,0,978.77,0,216578.82
2020,2,364,69260.81,23143.78,27158.27,745.73,0,9589.67,250.16,0,27197.1,0,157345.52
2020,2,365,113402.73,124881.13,62002.05,20919.65,0,18790.19,2192.21,0,-10092.33,0,332095.63
2020,2,366,0,0,0,0,0,0,0,0,0,0,0
2020,2,367,227602.21,125998.09,47980.44,6641.15,0,30277.43,7755.36,0,46343.06,0,492597.74
2020,2,401,36192.17,1923.63,580.2,138.15,0,13696.05,0,0,0,0,52530.2
2020,2,403,31924.95,134536.29,841.67,0,0,2888.55,0,0,0,0,170191.46
2020,2,404,20373.43,16106.01,1989.75,71.96,0,7746.34,0,0,0,0,46287.49
2020,2,520,236271.61,35128.11,6984.66,350.69,0,1069.48,681.52,0,339.87,0,280825.94
2020,2,536,54317.71,63519.28,7546.67,927.62,0,4953.91,0,0,470.76,0,131735.95
2020,3,113,270958.82,151816.72,55575.51,6515.35,0,15607.7,5294.18,0,8958.72,0,514727
2020,3,114,290503.65,119308.97,43610.91,3035.71,0,26505.36,21152.48,0,20426.7,0,524543.78
2020,3,117,52448.81,34729.52,36948.77,5405.3,0,5639.46,0,0,91314.73,0,226486.59
2020,3,160,120007.21,52848.92,28178.19,1313.66,0,46971.08,9209.14,0,3382.46,0,261910.66
2020,3,190,0,0,0,0,0,0,0,0,0,0,0
2020,3,215,152866.78,148783.36,141018.19,1961.62,0,17537.94,11803.82,0,-34324.19,0,439647.52
2020,3,216,76244.5,50154.77,25331.21,-156,0,18611.07,4238.61,0,55979.8,0,230403.96
2020,3,218,147489.11,106496.6,14280.77,3046.63,0,31638.95,253.78,0,2660,0,305865.84
2020,3,364,110010.03,64859.92,35908.16,1210.15,0,6558.11,729.07,0,3565.52,0,222840.96
2020,3,365,117636.31,67118.13,28126.22,1978.47,0,27505.24,349.77,0,24475.4,0,267189.54
2020,3,366,0,0,0,0,0,0,0,0,0,0,0
2020,3,367,229468.13,200401.5,47821.23,1388.93,0,33404.42,7852.26,0,92679.36,0,613015.83
2020,3,401,15365.2,14710.22,13224.31,0,0,635.83,0,0,257.28,0,44192.84
2020,3,403,31495.96,16800.59,1730.38,153.52,0,1232.14,0,0,0,0,51412.59
2020,3,404,14424.61,16065.61,6316.65,35.78,0,17512.11,0,0,0,0,54354.76
2020,3,520,50616.29,59089.72,5551.86,133.18,0,1294.01,405.37,0,292.79,0,117383.22
2020,3,536,57185.44,42031.13,10008.61,54.93,0,18162.83,645.84,0,392.84,0,128481.62
2020,4,113,224256.56,154474.72,19894.83,15167.58,0,12583.02,10135.92,0,2110.67,0,438623.3
2020,4,114,376503.54,162230.9,29579.69,5470.3,0,21142.26,30383.45,0,2367.65,0,627677.79
2020,4,117,42592.35,38242.23,85340.39,2117.26,0,8095.24,1210.39,0,8509.53,0,186107.39
2020,4,160,125963.77,71783.02,63871.1,12879.97,0,17358.08,6031.75,0,2398.53,0,300286.22
2020,4,190,0,0,0,0,0,0,0,0,0,0,0
2020,4,215,143683.31,99599.56,59304.81,12748.51,0,18618.33,7943.54,0,44105.83,0,386003.89
2020,4,216,125766.68,58337.4,85594.45,2012.07,0,2610.14,2797.62,0,51624.83,0,328743.19
2020,4,218,123856.33,94081.03,76404.47,5556.02,0,16652.19,0,0,24283,0,340833.04
2020,4,364,69148.2,41500.48,19826.73,2300.79,0,3858.33,669.37,0,48224.83,0,185528.73
2020,4,365,126895.97,86474.42,30602.13,9157.44,0,41119.22,2715.34,0,12660.5,0,309625.02
2020,4,366,0,0,0,0,0,0,0,0,0,0,0
2020,4,367,193727.78,84487.21,38192.82,8336.48,0,25581.8,3850.22,0,83308.93,0,437485.24
2020,4,401,47941.49,17283.64,-224.29,503.43,0,1405.67,0,0,0,0,66909.94
2020,4,403,41191.92,1712.51,1759.49,207.37,0,745.76,0,0,389.16,0,46006.21
2020,4,404,7808.98,11013.69,5083.04,436.29,0,3794.51,0,0,4419.42,0,32555.93
2020,4,520,83826.17,43762.5,-378.14,1410.43,0,1713.94,1236.96,0,0,0,131571.86
2020,4,536,54720.91,29371.72,35893.64,3560.25,0,1007.58,0,0,0,0,124554.1
2020,5,113,240841.19,131269.54,62467.11,766.3,0,18913.64,4373.3,0,48223.92,0,506855
2020,5,114,237852.27,166355.85,30797.83,6064.36,0,34474.28,14486.07,0,18649.56,0,508680.22
2020,5,117,96896.98,11792.85,45451.72,8491.14,0,6765.31,4923.14,0,37157.8,0,211478.94
2020,5,160,125616.81,52801.37,20095.7,3995.39,0,6914.18,8552.26,0,19051.83,0,237027.54
2020,5,190,0,0,0,0,0,0,0,0,0,0,0
2020,5,215,160020.22,82323.08,34329.89,6993.5,0,8281.6,2653.26,0,8164.16,0,302765.71
2020,5,216,55956.59,34499.01,149428.8,8899.87,0,3723.17,1203.79,0,6737.06,0,260448.29
2020,5,218,148967.28,37645.33,16692.56,1118.49,0,11059.79,3077.06,0,15662.73,0,234223.24
2020,5,364,48998.7,46845.61,95470.43,-16472.88,0,8522.44,0,0,30933.49,0,214297.79
2020,5,365,194398.12,190584.45,48163.11,7075.01,0,30398.27,1649.91,0,87987.04,0,560255.91
2020,5,366,0,0,0,0,0,0,0,0,0,0,0
2020,5,367,263764.02,179996.25,128489.48,4601.37,0,54171.63,1052.78,0,58649.04,0,690724.57
2020,5,401,21174.65,164270.65,-310.29,1696.27,0,1137.06,0,0,0,0,187968.34
2020,5,403,30575.31,12351.07,767.6,226.01,0,0,479.16,0,0,0,44399.15
